,individual_wikidata_id,individual_name,occupations_wikidata_id,occupations_name,occupations_category
49978,Q64055,Charles Henry of Nassau-Siegen,Q11900058,explorer,science|writer
49979,Q302970,Vasily Radlov,Q4773904,anthropologist,science|writer
49980,Q302970,Vasily Radlov,Q12347522,ethnographer,science|writer
49981,Q302970,Vasily Radlov,Q11900058,explorer,science|writer
49994,Q63728,Carl Friedrich Otto Westphal,Q783906,neurologist,science|writer
49998,Q55853037,Mathäus von Joner,Q1231865,pedagogue,science|writer
50010,Q21508526,Sebastian Choulette,Q2374149,botanist,science|writer
50034,Q106483547,Elwin Brodie Dickson,Q2374149,botanist,science|writer
50035,Q32257,Christoph Wilhelm Hufeland,Q901,scientist,science|writer
50044,Q176163,August Cieszkowski,Q188094,economist,science|writer
50046,Q81976961,Sven Hansson Leffler,Q294126,land surveyor,science|writer
50076,Q5949818,Juan Gregorio Bazán,Q11900058,explorer,science|writer
50077,Q62240,Wilhelm Hemprich,Q18805,naturalist,science|writer
50078,Q62240,Wilhelm Hemprich,Q864503,biologist,science|writer
50079,Q62240,Wilhelm Hemprich,Q350979,zoologist,science|writer
50080,Q62240,Wilhelm Hemprich,Q2374149,botanist,science|writer
50081,Q62240,Wilhelm Hemprich,Q11900058,explorer,science|writer
50082,Q62240,Wilhelm Hemprich,Q1225716,ornithologist,science|writer
50083,Q62240,Wilhelm Hemprich,Q3055126,entomologist,science|writer
50088,Q22093555,Manuel Gil Maestre,Q2306091,sociologist,science|writer
50093,Q87038,Jakob Philipp Kulik,Q170790,mathematician,science|writer
50094,Q87038,Jakob Philipp Kulik,Q1231865,pedagogue,science|writer
50098,Q2938916,Carl Friedrich Schmidt,Q2374149,botanist,science|writer
50101,Q25943064,James Wyatt,Q520549,geologist,science|writer
50102,Q4720473,Alexander de Erény Ullmann,Q188094,economist,science|writer
50110,Q3260471,Louis-Ferdinand Martial,Q11900058,explorer,science|writer
50111,Q1560745,Ludwig Lindenschmit,Q3621491,archaeologist,science|writer
50112,Q1560745,Ludwig Lindenschmit,Q17488316,prehistorian,science|writer
50119,Q3069371,Ibn al‐Ha'im al‐Ishbili,Q11063,astronomer,science|writer
50120,Q3069371,Ibn al‐Ha'im al‐Ishbili,Q170790,mathematician,science|writer
50122,Q54506978,Johann Daniel Intelmann,Q170790,mathematician,science|writer
50136,Q1974777,Angelo Mariani,Q593644,chemist,science|writer
50139,Q55901236,Pierre Joseph Bucòz,Q18805,naturalist,science|writer
50140,Q2391495,Claude François Geoffroy,Q593644,chemist,science|writer
50143,Q94908485,Eduard Zillmann,Q1231865,pedagogue,science|writer
50154,Q183074,Juana Inés de la Cruz,Q170790,mathematician,science|writer
50166,Q109439081,Jean-Antoine Poizat,Q811620,nursery gardener,science|writer
50167,Q16720708,Georg Norbert Schnabel,Q901,scientist,science|writer
50179,Q61482972,Bartolomeo Zanon,Q593644,chemist,science|writer
50187,Q60844335,Jakob Joseph Clausner,Q294126,land surveyor,science|writer
50202,Q20039550,Chōrin Kawakita,Q170790,mathematician,science|writer
50210,Q58812,Hermann Carl Vogel,Q11063,astronomer,science|writer
50211,Q58812,Hermann Carl Vogel,Q169470,physicist,science|writer
50212,Q58812,Hermann Carl Vogel,Q752129,astrophysicist,science|writer
50214,Q1699566,John Casey,Q170790,mathematician,science|writer
50216,Q555282,Johann Gottfried Koehler,Q11063,astronomer,science|writer
50219,Q105622308,Grigory Markianovich Permikin,Q520549,geologist,science|writer
50228,Q1599702,Heinrich von Weber,Q26252897,agricultural economist,science|writer
50230,Q21506587,Andreas Bruttan,Q2374149,botanist,science|writer
50235,Q311778,"John Dalberg-Acton, 1st Baron Acton",Q1231865,pedagogue,science|writer
50241,Q2157591,Robert Holford Macdowall Bosanquet,Q11063,astronomer,science|writer
50242,Q2157591,Robert Holford Macdowall Bosanquet,Q16031530,music theorist,science|writer
50244,Q2421235,Gilles-François Boulduc,Q593644,chemist,science|writer
50253,Q3184726,Joseph Cazalis,Q169470,physicist,science|writer
50260,Q94782587,Augustin Musger,Q1231865,pedagogue,science|writer
50262,Q16387608,Hakob Nalyan,Q1231865,pedagogue,science|writer
50264,Q21607039,(Henry Charles Lyon) Peter Reader,Q2374149,botanist,science|writer
50266,Q1363975,Michele Mercati,Q169470,physicist,science|writer
50267,Q1363975,Michele Mercati,Q2374149,botanist,science|writer
50268,Q1363975,Michele Mercati,Q4773904,anthropologist,science|writer
50269,Q1363975,Michele Mercati,Q13416354,mineralogist,science|writer
50270,Q1363975,Michele Mercati,Q15983985,classical archaeologist,science|writer
50271,Q1363975,Michele Mercati,Q17488316,prehistorian,science|writer
50273,Q77322,Rudolf Lipschitz,Q170790,mathematician,science|writer
50276,Q3130590,Henri Delannoy,Q170790,mathematician,science|writer
50290,Q55134240,Gustav Radicke,Q169470,physicist,science|writer
50292,Q372398,Jacques Mahu,Q11900058,explorer,science|writer
50303,Q6171607,Jean Trembley,Q169470,physicist,science|writer
50304,Q6171607,Jean Trembley,Q170790,mathematician,science|writer
50322,Q11902539,Vincenz August Wagner,Q1231865,pedagogue,science|writer
50330,Q5795041,Isidor Heckscher,Q188094,economist,science|writer
50338,Q94759841,Albert Proske,Q1231865,pedagogue,science|writer
50343,Q94819371,Hermann Worbs,Q1231865,pedagogue,science|writer
50344,Q4139550,Hugh Glass,Q11900058,explorer,science|writer
50361,Q21387713,George Newton Best,Q18805,naturalist,science|writer
50369,Q4321186,Frederick Niecks,Q16145150,music pedagogue,artist|science|writer
50376,Q875506,Giovanni Andrea Bontempi,Q16031530,music theorist,science|writer
50377,Q4061184,Jerzy Alexandrovicz,Q2374149,botanist,science|writer
50378,Q4061184,Jerzy Alexandrovicz,Q2487799,mycologist,science|writer
50381,Q5813002,Dominico Vigna,Q3140857,horticulturist,science|writer
50382,Q5813002,Dominico Vigna,Q2374149,botanist,science|writer
50389,Q25422416,José Muñoz del Castillo,Q593644,chemist,science|writer
50391,Q109996730,Luigi De Caesaris,Q11063,astronomer,science|writer
50393,Q1683067,Richard Stein,Q520549,geologist,science|writer
50395,Q21518637,Nicolas Lémon,Q2374149,botanist,science|writer
50397,Q18398871,Lorenc Jügler,Q18805,naturalist,science|writer
50411,Q1700965,John Marshall,Q10872101,anatomist,science|writer
50426,Q1686158,Jedidiah Morse,Q901402,geographer,science|writer
50433,Q5016973,Caesar Carl Hans Henkel,Q1734662,cartographer,artist|science|writer
50444,Q21508160,Georges de Chambray,Q2374149,botanist,science|writer
50449,Q4215800,Gennady Karpov,Q901,scientist,science|writer
50454,Q1426061,Vida Ince,Q1231865,pedagogue,science|writer
50465,Q8006799,William Christian Sellé,Q16145150,music pedagogue,artist|science|writer
50466,Q41763438,Franz Joseph Schwarz,Q3621491,archaeologist,science|writer
50468,Q18508690,Thomas Tuttell,Q170790,mathematician,science|writer
50470,Q85965673,Michael Th. Chrysochoos,Q1734662,cartographer,artist|science|writer
50471,Q54382989,Thomas Masterman Hardy Johnston,Q294126,land surveyor,science|writer
50474,Q3166677,Jean-Louis Calandrini,Q11063,astronomer,science|writer
50475,Q3166677,Jean-Louis Calandrini,Q170790,mathematician,science|writer
50484,Q21610234,Alexander Alexejevitch Tatarinow,Q2374149,botanist,science|writer
50485,Q94665436,Helen Mary Bagg,Q18805,naturalist,science|writer
50486,Q94665436,Helen Mary Bagg,Q2374149,botanist,science|writer
50489,Q107200,Christian Andreas von Cothenius,Q2374149,botanist,science|writer
50490,Q2320176,Estêvão Gomes,Q1734662,cartographer,artist|science|writer
50491,Q2320176,Estêvão Gomes,Q11900058,explorer,science|writer
50495,Q6223729,John Buchanan,Q2374149,botanist,science|writer
50500,Q6240071,John Howard Marsden,Q4773904,anthropologist,science|writer
50501,Q6240071,John Howard Marsden,Q3621491,archaeologist,science|writer
50507,Q2067228,Andrei Famintsyn,Q2374149,botanist,science|writer
50508,Q2067228,Andrei Famintsyn,Q15924544,lichenologist,science|writer
50509,Q90842299,Sarah Elizabeth Whitin,Q11442656,amateur astronomer,science|writer
50519,Q106286877,Heinrich Kiehl,Q170790,mathematician,science|writer
50520,Q2890482,Philippus Elephantis,Q170790,mathematician,science|writer
50541,Q380415,Anthony van Diemen,Q188094,economist,science|writer
50542,Q380415,Anthony van Diemen,Q11900058,explorer,science|writer
50543,Q4110094,Francesco Vettori,Q22917056,engraved gem researcher,science|writer
50561,Q6220179,John Babbitt,Q901,scientist,science|writer
50568,Q55007624,Giuseppe Acerbi,Q18805,naturalist,science|writer
50569,Q55007624,Giuseppe Acerbi,Q901402,geographer,science|writer
50570,Q55007624,Giuseppe Acerbi,Q2374149,botanist,science|writer
50571,Q55007624,Giuseppe Acerbi,Q11900058,explorer,science|writer
50572,Q55007624,Giuseppe Acerbi,Q3621491,archaeologist,science|writer
50573,Q55007624,Giuseppe Acerbi,Q1225716,ornithologist,science|writer
50574,Q55007624,Giuseppe Acerbi,Q3055126,entomologist,science|writer
50575,Q327722,Louis Jacques Thénard,Q593644,chemist,science|writer
50577,Q55676884,Daniel Pezold,Q294126,land surveyor,science|writer
50578,Q31209805,Laurentius Michaelis,Q901402,geographer,science|writer
50581,Q96869475,Joachim Pedro Cardozo Casado de Giraldes,Q1734662,cartographer,artist|science|writer
50582,Q96869475,Joachim Pedro Cardozo Casado de Giraldes,Q901402,geographer,science|writer
50596,Q55888999,Joseph Lauritsch,Q1231865,pedagogue,science|writer
50601,Q12373890,Richard Hausmann,Q3621491,archaeologist,science|writer
50605,Q91783731,Josep Oriol Bolòs i Santaló,Q18805,naturalist,science|writer
50606,Q531628,Veit Ludwig von Seckendorff,Q188094,economist,science|writer
50617,Q94916347,Hinrich Janssen Sundermann,Q1231865,pedagogue,science|writer
50636,Q20951,Élisée Reclus,Q901402,geographer,science|writer
50642,Q81396482,Jules Dumoutet,Q3621491,archaeologist,science|writer
50643,Q860206,Charles Dupin,Q170790,mathematician,science|writer
50644,Q860206,Charles Dupin,Q2732142,statistician,science|writer
50645,Q860206,Charles Dupin,Q188094,economist,science|writer
50647,Q9028592,Marcelo Macías,Q3621491,archaeologist,science|writer
50653,Q3265440,Lucien Corvisart,Q2055046,physiologist,science|writer
50655,Q105014953,Giovanni Francesco Arma,Q169470,physicist,science|writer
50660,Q11079,Muḥammad ibn Jābir al-Ḥarrānī al-Battānī,Q11063,astronomer,science|writer
50661,Q11079,Muḥammad ibn Jābir al-Ḥarrānī al-Battānī,Q170790,mathematician,science|writer
50668,Q3132818,Henry Harrisse,Q1734662,cartographer,artist|science|writer
50689,Q21608830,Howard Shriver,Q2374149,botanist,science|writer
50696,Q2650289,Alois Karlon,Q1231865,pedagogue,science|writer
50711,Q47500968,Louis Charles Henri Macquart,Q593644,chemist,science|writer
50713,Q17428379,Edouard Jaequemyns,Q901,scientist,science|writer
50714,Q17428379,Edouard Jaequemyns,Q1781198,agronomist,science|writer
50715,Q17428379,Edouard Jaequemyns,Q593644,chemist,science|writer
50726,Q19282339,Jean-Chrysostome Brauneis I,Q16145150,music pedagogue,artist|science|writer
50728,Q109286304,James Noble,Q1662561,paleontologist,science|writer
50729,Q109286304,James Noble,Q520549,geologist,science|writer
50733,Q1373604,Eugen von Dietrich,Q3303297,ironmaster,science|writer
50752,Q327185,Thomas Johann Seebeck,Q169470,physicist,science|writer
50766,Q1606108,Henricus Aeneae,Q901,scientist,science|writer
50767,Q1606108,Henricus Aeneae,Q18805,naturalist,science|writer
50768,Q1606108,Henricus Aeneae,Q170790,mathematician,science|writer
50778,Q1356811,Joseph Sauveur,Q169470,physicist,science|writer
50779,Q1356811,Joseph Sauveur,Q170790,mathematician,science|writer
50780,Q1356811,Joseph Sauveur,Q16031530,music theorist,science|writer
50800,Q1626617,Dionisio Alcalá Galiano,Q1734662,cartographer,artist|science|writer
50801,Q1626617,Dionisio Alcalá Galiano,Q11900058,explorer,science|writer
50824,Q2723463,Hemachandra,Q170790,mathematician,science|writer
50835,Q20172444,Johann Heinrich Hottinger,Q15142825,crystallographer,science|writer
50845,Q7799609,Thymaridas,Q170790,mathematician,science|writer
50852,Q2491560,Ghevont Alishan,Q901402,geographer,science|writer
50866,Q55671914,Jean-Pierre Servois,Q901402,geographer,science|writer
50883,Q676998,William Wilkins,Q4773904,anthropologist,science|writer
50884,Q676998,William Wilkins,Q3621491,archaeologist,science|writer
50885,Q676998,William Wilkins,Q15983985,classical archaeologist,science|writer
50893,Q7663579,Thomas Marmaduke,Q11900058,explorer,science|writer
50897,Q55060197,Hermann Kläger,Q3055126,entomologist,science|writer
50905,Q329893,Cresques Abraham,Q1734662,cartographer,artist|science|writer
50906,Q3138460,Wang Zhenyi,Q11063,astronomer,science|writer
50907,Q3138460,Wang Zhenyi,Q170790,mathematician,science|writer
50941,Q89013,Johann Gottfried Ebel,Q520549,geologist,science|writer
50944,Q545300,Alonso de Salazar,Q11900058,explorer,science|writer
50949,Q1038118,Wilhelm Carl Meißner,Q2374149,botanist,science|writer
50950,Q1038118,Wilhelm Carl Meißner,Q2487799,mycologist,science|writer
50955,Q112374,Gustav Wallis,Q2374149,botanist,science|writer
50956,Q106344587,Alfons Milinowski,Q170790,mathematician,science|writer
50957,Q12372381,Philipp Willigerod,Q1231865,pedagogue,science|writer
50962,Q1879659,Louis Courtois,Q169470,physicist,science|writer
50963,Q52159151,Richard Blundell Comins,Q2374149,botanist,science|writer
51008,Q55413731,Hervé de La Provostaye,Q169470,physicist,science|writer
51020,Q2960744,Charles des Moulins,Q18805,naturalist,science|writer
51021,Q2960744,Charles des Moulins,Q2374149,botanist,science|writer
51022,Q2960744,Charles des Moulins,Q16271261,malacologist,science|writer
51029,Q16081197,Jovan Dragašević,Q901402,geographer,science|writer
51033,Q4013375,Vincenzo Maria Cimarelli,Q18805,naturalist,science|writer
51050,Q548483,Paul Charpit,Q170790,mathematician,science|writer
51051,Q5274879,Diego de Sandoval,Q11900058,explorer,science|writer
51055,Q10307187,Joaquim Garcia Leal,Q11900058,explorer,science|writer
51056,Q18530763,Richard Burgess,Q3621491,archaeologist,science|writer
51060,Q108910210,Johan Daniel Burén,Q3303297,ironmaster,science|writer
51061,Q1964114,Frederik Wilhelm Christiaan Krecke,Q593644,chemist,science|writer
51073,Q9376514,Wojciech Górski,Q1231865,pedagogue,science|writer
51082,Q21523249,Sarah Frances Price,Q2374149,botanist,science|writer
51083,Q6299637,Juan Domínguez de Mendoza,Q11900058,explorer,science|writer
51086,Q11709821,Hipolit Kownacki,Q520549,geologist,science|writer
51100,Q19666034,Jean-Chrysostome Brauneis II,Q16145150,music pedagogue,artist|science|writer
51102,Q18945558,Johan Jacob Ferguson,Q170790,mathematician,science|writer
51112,Q7514184,Silas Laurence Loomis,Q2310145,meteorologist,science|writer
51114,Q95100109,Jan B. Knížek,Q1231865,pedagogue,science|writer
51122,Q60623933,Anton Hromada,Q16145150,music pedagogue,artist|science|writer
51124,Q6131496,James Clyman,Q11900058,explorer,science|writer
51140,Q7328034,"Richard Neville, 4th Baron Braybrooke",Q3621491,archaeologist,science|writer
51142,Q64544,Carl Friedrich von Ledebour,Q2374149,botanist,science|writer
51143,Q64544,Carl Friedrich von Ledebour,Q13416354,mineralogist,science|writer
51154,Q4066835,Anosov Pavel Petrovich,Q18576582,metallurgist,science|writer
51172,Q29378300,Eugène Beauvois,Q3621491,archaeologist,science|writer
51180,Q75940386,Herbert George Philip Meade,Q3055126,entomologist,science|writer
51182,Q4773460,Anthony Shepherd,Q11063,astronomer,science|writer
51186,Q27865346,Antonio Peñafiel,Q901,scientist,science|writer
51187,Q27865346,Antonio Peñafiel,Q2732142,statistician,science|writer
51188,Q27865346,Antonio Peñafiel,Q1371378,ethnologist,science|writer
51189,Q27865346,Antonio Peñafiel,Q4773904,anthropologist,science|writer
51196,Q320889,Edward W. Morley,Q169470,physicist,science|writer
51197,Q320889,Edward W. Morley,Q593644,chemist,science|writer
51205,Q2016126,Ogden Rood,Q169470,physicist,science|writer
51208,Q55072539,Antonín Šebánek,Q3055126,entomologist,science|writer
51215,Q21600236,Charles Oudiette,Q901402,geographer,science|writer
51222,Q8017594,William Ripley Nichols,Q593644,chemist,science|writer
51225,Q4912340,Billy Chinook,Q11900058,explorer,science|writer
51233,Q109393,Christian Heinrich Bünger,Q10872101,anatomist,science|writer
51244,Q95007247,Ludwig Eduard Dinklage,Q2310145,meteorologist,science|writer
51251,Q6134688,James Glenie,Q170790,mathematician,science|writer
51256,Q3066471,Fanny Loviot,Q2873500,adventurer,science|writer
51263,Q276480,Ambroise Paré,Q10872101,anatomist,science|writer
51266,Q15507802,Wilhelm Henke,Q10872101,anatomist,science|writer
51273,Q139519,Zacharias Nordmark,Q11063,astronomer,science|writer
51274,Q139519,Zacharias Nordmark,Q169470,physicist,science|writer
51279,Q715644,Charles Thomas Jackson,Q593644,chemist,science|writer
51280,Q715644,Charles Thomas Jackson,Q520549,geologist,science|writer
51286,Q55626573,Giovanni Ramorino,Q3055126,entomologist,science|writer
51287,Q1038962,Carl Immanuel Gerhardt,Q170790,mathematician,science|writer
51289,Q140694,Alexis de Tocqueville,Q2306091,sociologist,science|writer
51293,Q2458273,Achille Guenée,Q3055126,entomologist,science|writer
51295,Q61116167,Edouard Taitbout de Marigny,Q11900058,explorer,science|writer
51297,Q560815,Edmond Laguerre,Q170790,mathematician,science|writer
51303,Q3085678,"François-René de La Tour du Pin, Chambly de La Charce",Q2306091,sociologist,science|writer
51304,Q97416849,Lucy Leonora Hutchinson Goodrich,Q2374149,botanist,science|writer
51310,Q94983287,Michael Hölzl,Q2374149,botanist,science|writer
51316,Q6186630,Jesse Macy,Q1238570,political scientist,science|writer
51320,Q21611900,Wilhelm Voss,Q2374149,botanist,science|writer
