,wikidata_id,individual_name,region_code,region_name,birthyear,meta_occupation,meta_region,meta_region_name
12264,Q1266230,Johannes Gezelius the Elder,re_nordic_countries,Nordic countries,1615.0,theologian,europe,Nordic countries
12368,Q1695411,John Macalpine,re_nordic_countries,Nordic countries,1450.0,theologian,europe,Nordic countries
12418,Q112553,Jacob Fabricius,re_nordic_countries,Nordic countries,1576.0,astronomer,europe,Nordic countries
12454,Q516406,Magnus Bromelius,re_nordic_countries,Nordic countries,1679.0,paleontologist,europe,Nordic countries
12473,Q348003,Hans Adolph Brorson,re_nordic_countries,Nordic countries,1694.0,theologian,europe,Nordic countries
12506,Q16649893,Laurentius Molin,re_nordic_countries,Nordic countries,1657.0,theologian,europe,Nordic countries
12538,Q55091035,Nicolaus Wiraeus,re_nordic_countries,Nordic countries,1671.0,historian,europe,Nordic countries
12588,Q665031,Niels Hemmingsen,re_nordic_countries,Nordic countries,1513.0,theologian,europe,Nordic countries
12632,Q10487530,Eric Nilsson Agner,re_nordic_countries,Nordic countries,1642.0,mathematician,europe,Nordic countries
12673,Q12310395,Erik Nielsen Rosenkrantz,re_nordic_countries,Nordic countries,1447.0,theologian,europe,Nordic countries
12682,Q1779662,Christian Falster,re_nordic_countries,Nordic countries,1690.0,linguist,europe,Nordic countries
12775,Q6170736,Peter Schönström,re_nordic_countries,Nordic countries,1682.0,historian,europe,Nordic countries
12915,Q5940195,Olaus Laurelius,re_nordic_countries,Nordic countries,1585.0,theologian,europe,Nordic countries
13112,Q347726,Hans Tausen,re_nordic_countries,Nordic countries,1494.0,theologian | linguist,europe,Nordic countries
13179,Q6000244,Johan Månsson,re_nordic_countries,Nordic countries,1590.0,geographer,europe,Nordic countries
13247,Q94886129,Joachim von Krakewitz,re_nordic_countries,Nordic countries,1609.0,philosopher | historian,europe,Nordic countries
13266,Q216692,Ludvig Holberg,re_nordic_countries,Nordic countries,1684.0,philosopher | historian,europe,Nordic countries
13268,Q561050,Laurentius Petri,re_nordic_countries,Nordic countries,1499.0,theologian,europe,Nordic countries
13358,Q5594681,Martin Aschaneus,re_nordic_countries,Nordic countries,1575.0,archeologist,europe,Nordic countries
13381,Q5629624,Bengt Ekehielm,re_nordic_countries,Nordic countries,1612.0,geographer,europe,Nordic countries
13398,Q504352,Rasmus Bartholin,re_nordic_countries,Nordic countries,1625.0,physicist | chemist | mathematician | anatomist,europe,Nordic countries
13435,Q5781565,Johan Hadorph,re_nordic_countries,Nordic countries,1630.0,archeologist,europe,Nordic countries
13553,Q5792729,Nils Hasselbom,re_nordic_countries,Nordic countries,1690.0,mathematician,europe,Nordic countries
13568,Q3740174,Conrad Quensel,re_nordic_countries,Nordic countries,1676.0,astronomer | mathematician,europe,Nordic countries
13572,Q16403639,Sven Dimborg,re_nordic_countries,Nordic countries,1661.0,mathematician,europe,Nordic countries
13627,Q5598401,Gregorius Borastus,re_nordic_countries,Nordic countries,1585.0,historian,europe,Nordic countries
13675,Q5607546,Johannes Chesnecopherus,re_nordic_countries,Nordic countries,1581.0,botanist,europe,Nordic countries
13806,Q1347644,Laurentius Andreae,re_nordic_countries,Nordic countries,1470.0,theologian,europe,Nordic countries
13899,Q18330942,Kjettil Classon Felterus,re_nordic_countries,Nordic countries,1620.0,geographer,europe,Nordic countries
13903,Q5544857,Frans Mikael von Aken,re_nordic_countries,Nordic countries,1698.0,chemist,europe,Nordic countries
13970,Q980778,Samuel Klingenstierna,re_nordic_countries,Nordic countries,1698.0,physicist | mathematician,europe,Nordic countries
13992,Q1503121,Hans Iversen Wandal,re_nordic_countries,Nordic countries,1579.0,theologian,europe,Nordic countries
14028,Q983588,Gissur Einarsson,re_nordic_countries,Nordic countries,1512.0,theologian,europe,Nordic countries
14092,Q3311733,Anders Sørensen Vedel,re_nordic_countries,Nordic countries,1542.0,historian,europe,Nordic countries
14118,Q6190332,Johan Stiernhöök,re_nordic_countries,Nordic countries,1596.0,political scientist,europe,Nordic countries
14194,Q3655969,Anders Bure,re_nordic_countries,Nordic countries,1571.0,geographer,europe,Nordic countries
14273,Q17380746,Marcus Henrici Helsingius,re_nordic_countries,Nordic countries,1565.0,philosopher,europe,Nordic countries
14280,Q4084893,Vitus Bering,re_nordic_countries,Nordic countries,1617.0,historian,europe,Nordic countries
14403,Q12316371,Henrik Himmerich Grotum,re_nordic_countries,Nordic countries,1685.0,theologian,europe,Nordic countries
14460,Q376156,Adrianus Petit Coclico,re_nordic_countries,Nordic countries,1499.0,musicologist,europe,Nordic countries
14519,Q94850452,Martin Bosse,re_nordic_countries,Nordic countries,1695.0,theologian,europe,Nordic countries
14660,Q895609,Franz Julius Lütkens,re_nordic_countries,Nordic countries,1650.0,theologian,europe,Nordic countries
14696,Q5968944,Claus Christoffersen Lyschander,re_nordic_countries,Nordic countries,1558.0,historian,europe,Nordic countries
14720,Q109365,Henning Arnisaeus,re_nordic_countries,Nordic countries,1570.0,philosopher,europe,Nordic countries
14783,Q5590632,Joachim Burser,re_nordic_countries,Nordic countries,1583.0,botanist,europe,Nordic countries
14784,Q5587405,Reinerus Reineri Broocman,re_nordic_countries,Nordic countries,1677.0,theologian,europe,Nordic countries
14787,Q6215503,Johan von Mangelsen,re_nordic_countries,Nordic countries,1694.0,geographer,europe,Nordic countries
14791,Q381010,Olaus Petri,re_nordic_countries,Nordic countries,1493.0,theologian | historian,europe,Nordic countries
14792,Q6034269,Laurentius Palumbus,re_nordic_countries,Nordic countries,1615.0,theologian,europe,Nordic countries
14867,Q1345250,Petrus Kenicius,re_nordic_countries,Nordic countries,1555.0,theologian,europe,Nordic countries
14897,Q6017294,Andreas Petri Normolander,re_nordic_countries,Nordic countries,1599.0,theologian,europe,Nordic countries
15129,Q31276102,Olaus Moberg,re_nordic_countries,Nordic countries,1653.0,theologian,europe,Nordic countries
15143,Q5605489,Eric Cederbourg,re_nordic_countries,Nordic countries,1682.0,historian,europe,Nordic countries
15193,Q5716240,Henrik Florinus,re_nordic_countries,Nordic countries,1633.0,linguist,europe,Nordic countries
15519,Q5760781,Bothwid Gladhem,re_nordic_countries,Nordic countries,1650.0,theologian,europe,Nordic countries
15525,Q106837,Saxo Grammaticus,re_nordic_countries,Nordic countries,1150.0,historian,europe,Nordic countries
15553,Q97596,Johann Lauremberg,re_nordic_countries,Nordic countries,1590.0,mathematician,europe,Nordic countries
15577,Q3843379,Magnus Beronius,re_nordic_countries,Nordic countries,1692.0,theologian,europe,Nordic countries
15596,Q9191,René Descartes,re_nordic_countries,Nordic countries,1596.0,philosopher | physicist | musicologist | astronomer | mathematician,europe,Nordic countries
15620,Q2226120,Óláfr Þórðarson,re_nordic_countries,Nordic countries,1210.0,historian,europe,Nordic countries
15628,Q498733,Andreas Kempe,re_nordic_countries,Nordic countries,1622.0,philosopher,europe,Nordic countries
15815,Q3430484,Johan Risingh,re_nordic_countries,Nordic countries,1617.0,economist,europe,Nordic countries
15859,Q5931378,Erland Lagerlöf,re_nordic_countries,Nordic countries,1653.0,philosopher,europe,Nordic countries
16021,Q11885483,Olof Gangius,re_nordic_countries,Nordic countries,1628.0,geographer,europe,Nordic countries
16129,Q6211030,Petrus Tillaeus,re_nordic_countries,Nordic countries,1679.0,geographer,europe,Nordic countries
16225,Q3437446,Henrik Bornemann,re_nordic_countries,Nordic countries,1646.0,theologian,europe,Nordic countries
16265,Q12305873,Christian Christopher Reenberg,re_nordic_countries,Nordic countries,1687.0,theologian,europe,Nordic countries
16277,Q4405549,Henrik Harpestræng,re_nordic_countries,Nordic countries,1164.0,botanist,europe,Nordic countries
16424,Q6219336,Petrus Ullén,re_nordic_countries,Nordic countries,1700.0,theologian | philosopher,europe,Nordic countries
16834,Q219010,Christiern Pedersen,re_nordic_countries,Nordic countries,1480.0,theologian,europe,Nordic countries
16835,Q55071024,Erik Pontoppidan,re_nordic_countries,Nordic countries,1698.0,theologian | zoologist | economist,europe,Nordic countries
16852,Q55071968,Lars Roberg,re_nordic_countries,Nordic countries,1664.0,botanist | zoologist,europe,Nordic countries
16859,Q6321467,Jørgen Dybvad,re_nordic_countries,Nordic countries,1545.0,theologian | mathematician,europe,Nordic countries
16980,Q68180433,Johan Bergenstierna,re_nordic_countries,Nordic countries,1668.0,geologist,europe,Nordic countries
16985,Q2846475,Anders Spole,re_nordic_countries,Nordic countries,1630.0,astronomer | mathematician,europe,Nordic countries
17095,Q5547967,Eric Alstrin,re_nordic_countries,Nordic countries,1683.0,theologian | philosopher,europe,Nordic countries
17158,Q52154068,Villum Lange,re_nordic_countries,Nordic countries,1624.0,mathematician,europe,Nordic countries
17247,Q7710006,Peder Krog,re_nordic_countries,Nordic countries,1654.0,theologian,europe,Nordic countries
17272,Q3356596,Daniel Juslenius,re_nordic_countries,Nordic countries,1676.0,linguist,europe,Nordic countries
17448,Q5746904,Jørgen Fuiren,re_nordic_countries,Nordic countries,1581.0,botanist,europe,Nordic countries
17465,Q3481799,Holger Rosenkrantz,re_nordic_countries,Nordic countries,1574.0,theologian,europe,Nordic countries
17472,Q16509383,Otto Sperling,re_nordic_countries,Nordic countries,1602.0,botanist,europe,Nordic countries
17518,Q3428607,Andreas Hojer,re_nordic_countries,Nordic countries,1690.0,historian,europe,Nordic countries
17532,Q11865655,Jakob Flachsenius,re_nordic_countries,Nordic countries,1633.0,philosopher,europe,Nordic countries
17550,Q18236983,Aarhusius,re_nordic_countries,Nordic countries,1532.0,theologian,europe,Nordic countries
17571,Q611673,Peder Claussøn Friis,re_nordic_countries,Nordic countries,1545.0,historian,europe,Nordic countries
17754,Q160187,Ole Rømer,re_nordic_countries,Nordic countries,1644.0,astronomer | physicist | mathematician,europe,Nordic countries
17822,Q5589694,Gerhard von Buhrman,re_nordic_countries,Nordic countries,1653.0,geographer,europe,Nordic countries
17869,Q5710415,Petrus Elvius,re_nordic_countries,Nordic countries,1660.0,astronomer,europe,Nordic countries
17885,Q12315242,Hans Bartholin,re_nordic_countries,Nordic countries,1665.0,theologian,europe,Nordic countries
18028,Q6225748,Rasmus Vinding,re_nordic_countries,Nordic countries,1615.0,historian,europe,Nordic countries
18051,Q30106467,Thomas Holm,re_nordic_countries,Nordic countries,1670.0,geographer,europe,Nordic countries
18100,Q6000000,Erik Gabrielsson Emporagrius,re_nordic_countries,Nordic countries,1606.0,theologian,europe,Nordic countries
18119,Q246091,Urban Hjärne,re_nordic_countries,Nordic countries,1641.0,geologist | chemist,europe,Nordic countries
18201,Q3377677,Petrus Aurivillius,re_nordic_countries,Nordic countries,1637.0,theologian | philosopher,europe,Nordic countries
18359,Q5560131,Jakob Arrhenius,re_nordic_countries,Nordic countries,1642.0,theologian | historian,europe,Nordic countries
18466,Q6588365,Hans Stephensen,re_nordic_countries,Nordic countries,1561.0,historian,europe,Nordic countries
18470,Q17130821,Johann Gottfried Becker,re_nordic_countries,Nordic countries,1639.0,chemist,europe,Nordic countries
18550,Q12320130,Johannes Trellund,re_nordic_countries,Nordic countries,1669.0,theologian,europe,Nordic countries
18572,Q12315581,Hans Wandal,re_nordic_countries,Nordic countries,1656.0,theologian,europe,Nordic countries
18643,Q553474,Johannes Baazius the younger,re_nordic_countries,Nordic countries,1626.0,theologian,europe,Nordic countries
18744,Q12320750,Jorgen Dinesen Oxendorph,re_nordic_countries,Nordic countries,1641.0,mathematician,europe,Nordic countries
18923,Q1385985,Kilian Stobæus,re_nordic_countries,Nordic countries,1690.0,historian | zoologist,europe,Nordic countries
18927,Q729315,Christen Sørensen Longomontanus,re_nordic_countries,Nordic countries,1562.0,astronomer | mathematician,europe,Nordic countries
18952,Q809342,Barthold Botsack,re_nordic_countries,Nordic countries,1649.0,theologian,europe,Nordic countries
18994,Q1677576,Jacob Madsen Vejle,re_nordic_countries,Nordic countries,1538.0,theologian,europe,Nordic countries
19005,Q365301,Johan Stensson Rothman,re_nordic_countries,Nordic countries,1684.0,botanist,europe,Nordic countries
19106,Q11993753,Olaus Simonis Nauclerus,re_nordic_countries,Nordic countries,1626.0,geographer,europe,Nordic countries
19583,Q6203727,Lars Tammelin,re_nordic_countries,Nordic countries,1669.0,mathematician,europe,Nordic countries
19584,Q5623280,Jens Dolmer,re_nordic_countries,Nordic countries,1615.0,historian,europe,Nordic countries
19591,Q16649228,Johan Flachsenius,re_nordic_countries,Nordic countries,1636.0,theologian | astronomer | mathematician,europe,Nordic countries
19594,Q5986776,Niels Mikkelsen Aalborg,re_nordic_countries,Nordic countries,1562.0,zoologist,europe,Nordic countries
19652,Q639832,Lars Stigzelius,re_nordic_countries,Nordic countries,1598.0,theologian,europe,Nordic countries
19656,Q1989021,Niels Palladius,re_nordic_countries,Nordic countries,1510.0,theologian,europe,Nordic countries
19658,Q17385053,Johan Wassenius,re_nordic_countries,Nordic countries,1625.0,philosopher,europe,Nordic countries
19665,Q1257487,Gísli Oddsson,re_nordic_countries,Nordic countries,1593.0,theologian,europe,Nordic countries
19810,Q539443,Johan Palmstruch,re_nordic_countries,Nordic countries,1611.0,economist,europe,Nordic countries
